id,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,gene,cancer,gene,cell
"PLEKHH2_T cell, CD4, TH1",Wald_ratio,1,8.19E-05,0.000124983,NA,NA,0.512242093,NA,NA,NA,NA,NA,NA,NA,-0.000163059,0.000326874,1.000081911,0.999836954,1.000326927,0.961249275,PLEKHH2,Bladder cancer,PLEKHH2,"T cell, CD4, TH1"
"DOC2GP_T cell, CD4, TFH",Wald_ratio,1,-2.89E-05,0.000142101,NA,NA,0.83910799,NA,NA,NA,NA,NA,NA,NA,-0.00030737,0.000249667,0.999971149,0.999692677,1.000249698,0.980243762,DOC2GP,Bladder cancer,DOC2GP,"T cell, CD4, TFH"
"CASP8_T cell, CD4, TH1",Wald_ratio,1,-7.52E-05,0.000130868,NA,NA,0.56554589,NA,NA,NA,NA,NA,NA,NA,-0.000331702,0.000181302,0.999924803,0.999668353,1.000181318,0.961249275,CASP8,Bladder cancer,CASP8,"T cell, CD4, TH1"
"CASP8_T cell, CD8, naive",Wald_ratio,1,-7.33E-05,0.000127628,NA,NA,0.56554589,NA,NA,NA,NA,NA,NA,NA,-0.00032349,0.000176813,0.999926664,0.999676562,1.000176829,0.961249275,CASP8,Bladder cancer,CASP8,"T cell, CD8, naive"
"POLI_T cell, CD4, naive",Wald_ratio,1,-0.000274562,0.000137428,NA,NA,0.045730883,NA,NA,NA,NA,NA,NA,NA,-0.00054392,-5.20E-06,0.999725475,0.999456228,0.999994796,0.842479245,POLI,Bladder cancer,POLI,"T cell, CD4, naive"
"L3MBTL3_T cell, CD4, naive activated",Wald_ratio,1,-0.000224179,0.000138223,NA,NA,0.104833838,NA,NA,NA,NA,NA,NA,NA,-0.000495097,4.67E-05,0.999775846,0.999505026,1.00004674,0.842479245,L3MBTL3,Bladder cancer,L3MBTL3,"T cell, CD4, naive activated"
"GGCX_T cell, CD4, naive TREG",Wald_ratio,1,-0.000125618,0.000118156,NA,NA,0.287712783,NA,NA,NA,NA,NA,NA,NA,-0.000357204,0.000105968,0.99987439,0.99964286,1.000105974,0.934388355,GGCX,Bladder cancer,GGCX,"T cell, CD4, naive TREG"
"GGCX_NK cell, CD56dim CD16+",Wald_ratio,1,-0.000157533,0.000148175,NA,NA,0.287712783,NA,NA,NA,NA,NA,NA,NA,-0.000447956,0.00013289,0.99984248,0.999552144,1.000132899,0.934388355,GGCX,Bladder cancer,GGCX,"NK cell, CD56dim CD16+"
"GGCX_T cell, CD4, memory TREG",Wald_ratio,1,-0.000119855,0.000112735,NA,NA,0.287712783,NA,NA,NA,NA,NA,NA,NA,-0.000340817,0.000101107,0.999880152,0.999659242,1.000101112,0.934388355,GGCX,Bladder cancer,GGCX,"T cell, CD4, memory TREG"
"GGCX_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.00012006,0.000112928,NA,NA,0.287712783,NA,NA,NA,NA,NA,NA,NA,-0.000341399,0.000101279,0.999879947,0.999658659,1.000101284,0.934388355,GGCX,Bladder cancer,GGCX,"T cell, CD4, TH1 TH17"
"GGCX_T cell, CD4, TH17",Wald_ratio,1,-0.000120146,0.000113009,NA,NA,0.287712783,NA,NA,NA,NA,NA,NA,NA,-0.000341643,0.000101352,0.999879862,0.999658415,1.000101357,0.934388355,GGCX,Bladder cancer,GGCX,"T cell, CD4, TH17"
"ZFP30_T cell, CD4, naive",Wald_ratio,1,5.82E-05,0.000201564,NA,NA,0.772845988,NA,NA,NA,NA,NA,NA,NA,-0.000336883,0.000453248,1.000058184,0.999663174,1.000453351,0.970764743,ZFP30,Bladder cancer,ZFP30,"T cell, CD4, naive"
"RAB7L1_T cell, CD4, TH2",Wald_ratio,1,7.81E-05,0.000230028,NA,NA,0.734261965,NA,NA,NA,NA,NA,NA,NA,-0.000372769,0.00052894,1.000078089,0.9996273,1.00052908,0.966814545,RAB7L1,Bladder cancer,RAB7L1,"T cell, CD4, TH2"
"RAB7L1_T cell, CD4, TH17",Wald_ratio,1,8.05E-05,0.000237014,NA,NA,0.734261965,NA,NA,NA,NA,NA,NA,NA,-0.000384091,0.000545005,1.00008046,0.999615983,1.000545154,0.966814545,RAB7L1,Bladder cancer,RAB7L1,"T cell, CD4, TH17"
"CMSS1_Monocyte, classical",Wald_ratio,1,4.48E-05,0.000175555,NA,NA,0.798437583,NA,NA,NA,NA,NA,NA,NA,-0.000299256,0.000388919,1.000044832,0.999700789,1.000388995,0.973410332,CMSS1,Bladder cancer,CMSS1,"Monocyte, classical"
"PM20D1_NK cell, CD56dim CD16+",Wald_ratio,1,-9.73E-05,0.000118573,NA,NA,0.412020277,NA,NA,NA,NA,NA,NA,NA,-0.000329673,0.000135132,0.999902734,0.999670381,1.000135142,0.958539223,PM20D1,Bladder cancer,PM20D1,"NK cell, CD56dim CD16+"
"PM20D1_T cell, CD4, TFH",Wald_ratio,1,-0.00010706,0.000130506,NA,NA,0.412020277,NA,NA,NA,NA,NA,NA,NA,-0.000362852,0.000148732,0.999892946,0.999637214,1.000148743,0.958539223,PM20D1,Bladder cancer,PM20D1,"T cell, CD4, TFH"
"SLC41A1_T cell, CD4, TH2",Wald_ratio,1,0.000137078,0.000167099,NA,NA,0.412020277,NA,NA,NA,NA,NA,NA,NA,-0.000190435,0.000464592,1.000137088,0.999809583,1.0004647,0.958539223,SLC41A1,Bladder cancer,SLC41A1,"T cell, CD4, TH2"
"PM20D1_T cell, CD8, naive",Wald_ratio,1,-9.70E-05,0.00011825,NA,NA,0.412020277,NA,NA,NA,NA,NA,NA,NA,-0.000328777,0.000134765,0.999902999,0.999671277,1.000134774,0.958539223,PM20D1,Bladder cancer,PM20D1,"T cell, CD8, naive"
"GTF2A2_T cell, CD8, naive",Wald_ratio,1,-0.000392378,0.000163939,NA,NA,0.016691044,NA,NA,NA,NA,NA,NA,NA,-0.000713699,-7.11E-05,0.999607698,0.999286556,0.999928944,0.808410838,GTF2A2,Bladder cancer,GTF2A2,"T cell, CD8, naive"
"IREB2_T cell, CD4, TH2",Wald_ratio,1,-0.000422549,0.000190757,NA,NA,0.026751522,NA,NA,NA,NA,NA,NA,NA,-0.000796432,-4.87E-05,0.99957754,0.999203885,0.999951335,0.827775883,IREB2,Bladder cancer,IREB2,"T cell, CD4, TH2"
"IREB2_T cell, CD4, TH17",Wald_ratio,1,-0.000396909,0.000179181,NA,NA,0.026751522,NA,NA,NA,NA,NA,NA,NA,-0.000748105,-4.57E-05,0.999603169,0.999252175,0.999954287,0.827775883,IREB2,Bladder cancer,IREB2,"T cell, CD4, TH17"
"RAB7L1_T cell, CD8, naive activated",Wald_ratio,1,-1.96E-06,0.000170797,NA,NA,0.990866215,NA,NA,NA,NA,NA,NA,NA,-0.000336717,0.000332806,0.999998045,0.99966334,1.000332862,0.998962091,RAB7L1,Bladder cancer,RAB7L1,"T cell, CD8, naive activated"
"RAB7L1_T cell, CD4, naive activated",Wald_ratio,1,-1.68E-06,0.000146812,NA,NA,0.990866215,NA,NA,NA,NA,NA,NA,NA,-0.000289432,0.000286071,0.999998319,0.999710609,1.000286112,0.998962091,RAB7L1,Bladder cancer,RAB7L1,"T cell, CD4, naive activated"
"RAB7L1_T cell, CD4, naive TREG",Wald_ratio,1,-2.26E-06,0.000197145,NA,NA,0.990866215,NA,NA,NA,NA,NA,NA,NA,-0.000388661,0.000384147,0.999997743,0.999611415,1.000384221,0.998962091,RAB7L1,Bladder cancer,RAB7L1,"T cell, CD4, naive TREG"
"ZDHHC7_T cell, CD4, memory TREG",Wald_ratio,1,9.07E-05,0.000149446,NA,NA,0.544077958,NA,NA,NA,NA,NA,NA,NA,-0.000202252,0.000383577,1.000090667,0.999797769,1.000383651,0.961249275,ZDHHC7,Bladder cancer,ZDHHC7,"T cell, CD4, memory TREG"
"UHRF1BP1_T cell, CD4, naive activated",Wald_ratio,1,-9.78E-05,0.000149376,NA,NA,0.512461687,NA,NA,NA,NA,NA,NA,NA,-0.00039062,0.000194935,0.999902162,0.999609456,1.000194954,0.961249275,UHRF1BP1,Bladder cancer,UHRF1BP1,"T cell, CD4, naive activated"
"RP1-228P16.1_T cell, CD4, TH17",Wald_ratio,1,2.36E-05,0.000154631,NA,NA,0.878662762,NA,NA,NA,NA,NA,NA,NA,-0.00027947,0.000326683,1.000023607,0.999720569,1.000326736,0.983084154,RP1-228P16.1,Bladder cancer,RP1-228P16.1,"T cell, CD4, TH17"
"LAMC1_Monocyte, classical",Wald_ratio,1,-9.85E-05,0.00013129,NA,NA,0.452931156,NA,NA,NA,NA,NA,NA,NA,-0.000355866,0.00015879,0.999901467,0.999644198,1.000158803,0.958539223,LAMC1,Bladder cancer,LAMC1,"Monocyte, classical"
"MPHOSPH6_Monocyte, classical",Wald_ratio,1,7.31E-05,0.000184803,NA,NA,0.69226151,NA,NA,NA,NA,NA,NA,NA,-0.000289072,0.000435357,1.000073146,0.99971097,1.000435452,0.961359841,MPHOSPH6,Bladder cancer,MPHOSPH6,"Monocyte, classical"
"MPHOSPH6_NK cell, CD56dim CD16+",Wald_ratio,1,-4.49E-05,0.000160249,NA,NA,0.779302248,NA,NA,NA,NA,NA,NA,NA,-0.000358994,0.000269181,0.999955095,0.999641071,1.000269217,0.970877353,MPHOSPH6,Bladder cancer,MPHOSPH6,"NK cell, CD56dim CD16+"
"MPHOSPH6_T cell, CD8, naive",Wald_ratio,1,-3.80E-05,0.000135549,NA,NA,0.779302248,NA,NA,NA,NA,NA,NA,NA,-0.000303661,0.000227692,0.999962016,0.999696385,1.000227718,0.970877353,MPHOSPH6,Bladder cancer,MPHOSPH6,"T cell, CD8, naive"
"MPHOSPH6_T cell, CD4, naive TREG",Wald_ratio,1,-3.81E-05,0.000135893,NA,NA,0.779302248,NA,NA,NA,NA,NA,NA,NA,-0.000304432,0.00022827,0.99996192,0.999695614,1.000228296,0.970877353,MPHOSPH6,Bladder cancer,MPHOSPH6,"T cell, CD4, naive TREG"
"MPHOSPH6_T cell, CD8, naive activated",Wald_ratio,1,-4.19E-05,0.000149346,NA,NA,0.779302248,NA,NA,NA,NA,NA,NA,NA,-0.000334568,0.000250867,0.99995815,0.999665488,1.000250898,0.970877353,MPHOSPH6,Bladder cancer,MPHOSPH6,"T cell, CD8, naive activated"
"NSUN2_T cell, CD4, TH17",Wald_ratio,1,5.20E-05,0.000119411,NA,NA,0.663081054,NA,NA,NA,NA,NA,NA,NA,-0.000182023,0.000286069,1.000052024,0.999817994,1.00028611,0.961249275,NSUN2,Bladder cancer,NSUN2,"T cell, CD4, TH17"
"ZDHHC7_T cell, CD4, TH17",Wald_ratio,1,0.000101199,0.000142675,NA,NA,0.478139453,NA,NA,NA,NA,NA,NA,NA,-0.000178444,0.000380842,1.000101204,0.999821572,1.000380915,0.958738219,ZDHHC7,Bladder cancer,ZDHHC7,"T cell, CD4, TH17"
"UHRF1BP1_Monocyte, classical",Wald_ratio,1,-0.000116568,0.000141185,NA,NA,0.409006501,NA,NA,NA,NA,NA,NA,NA,-0.000393291,0.000160154,0.999883438,0.999606786,1.000160167,0.958539223,UHRF1BP1,Bladder cancer,UHRF1BP1,"Monocyte, classical"
"SPAG1_NK cell, CD56dim CD16+",Wald_ratio,1,-0.000183507,0.000166518,NA,NA,0.270451223,NA,NA,NA,NA,NA,NA,NA,-0.000509882,0.000142869,0.99981651,0.999490248,1.000142879,0.934350512,SPAG1,Bladder cancer,SPAG1,"NK cell, CD56dim CD16+"
"SPAG1_Monocyte, classical",Wald_ratio,1,0.000136646,0.000126697,NA,NA,0.280799937,NA,NA,NA,NA,NA,NA,NA,-0.00011168,0.000384972,1.000136655,0.999888326,1.000385046,0.934388355,SPAG1,Bladder cancer,SPAG1,"Monocyte, classical"
"AP003774.1_Monocyte, non-classical",Wald_ratio,1,-8.77E-05,0.000150371,NA,NA,0.559787532,NA,NA,NA,NA,NA,NA,NA,-0.000382416,0.000207037,0.999912314,0.999617657,1.000207058,0.961249275,AP003774.1,Bladder cancer,AP003774.1,"Monocyte, non-classical"
"SPAG1_T cell, CD4, TFH",Wald_ratio,1,-0.000149451,0.000140377,NA,NA,0.287040216,NA,NA,NA,NA,NA,NA,NA,-0.00042459,0.000125689,0.99985056,0.9995755,1.000125697,0.934388355,SPAG1,Bladder cancer,SPAG1,"T cell, CD4, TFH"
"SPAG1_T cell, CD4, TH17",Wald_ratio,1,-0.000155726,0.000141641,NA,NA,0.271575973,NA,NA,NA,NA,NA,NA,NA,-0.000433341,0.00012189,0.999844287,0.999566753,1.000121898,0.934350512,SPAG1,Bladder cancer,SPAG1,"T cell, CD4, TH17"
"SPAG1_T cell, CD4, memory TREG",Wald_ratio,1,-0.000186846,0.000169946,NA,NA,0.271575973,NA,NA,NA,NA,NA,NA,NA,-0.000519941,0.000146249,0.999813172,0.999480194,1.00014626,0.934350512,SPAG1,Bladder cancer,SPAG1,"T cell, CD4, memory TREG"
"SPAG1_T cell, CD4, TH2",Wald_ratio,1,-0.000143835,0.000130826,NA,NA,0.271575973,NA,NA,NA,NA,NA,NA,NA,-0.000400254,0.000112584,0.999856175,0.999599826,1.00011259,0.934350512,SPAG1,Bladder cancer,SPAG1,"T cell, CD4, TH2"
"CYP21A2_T cell, CD4, TH2",Wald_ratio,1,-2.18E-06,0.000120802,NA,NA,0.985623653,NA,NA,NA,NA,NA,NA,NA,-0.000238949,0.000234596,0.999997823,0.999761079,1.000234623,0.998962091,CYP21A2,Bladder cancer,CYP21A2,"T cell, CD4, TH2"
"CYP21A2_T cell, CD4, naive",Wald_ratio,1,-2.13E-06,0.000118026,NA,NA,0.985623653,NA,NA,NA,NA,NA,NA,NA,-0.000233458,0.000229204,0.999997873,0.999766569,1.000229231,0.998962091,CYP21A2,Bladder cancer,CYP21A2,"T cell, CD4, naive"
"TRPS1_B cell, naive",Wald_ratio,1,0.000536198,0.000163573,NA,NA,0.001045292,NA,NA,NA,NA,NA,NA,NA,0.000215596,0.0008568,1.000536342,1.000215619,1.000857167,0.591681607,TRPS1,Bladder cancer,TRPS1,"B cell, naive"
"UHRF1BP1_T cell, CD4, TH17",Wald_ratio,1,-7.92E-05,0.000121311,NA,NA,0.513698947,NA,NA,NA,NA,NA,NA,NA,-0.000316995,0.000158542,0.999920777,0.999683055,1.000158555,0.961249275,UHRF1BP1,Bladder cancer,UHRF1BP1,"T cell, CD4, TH17"
"UHRF1BP1_Monocyte, non-classical",Wald_ratio,1,-0.000104149,0.000159471,NA,NA,0.513698947,NA,NA,NA,NA,NA,NA,NA,-0.000416713,0.000208415,0.999895857,0.999583374,1.000208436,0.961249275,UHRF1BP1,Bladder cancer,UHRF1BP1,"Monocyte, non-classical"
"UHRF1BP1_T cell, CD4, TH1 TH17",Wald_ratio,1,-8.16E-05,0.000124926,NA,NA,0.513698947,NA,NA,NA,NA,NA,NA,NA,-0.000326443,0.000163267,0.999918415,0.99967361,1.000163281,0.961249275,UHRF1BP1,Bladder cancer,UHRF1BP1,"T cell, CD4, TH1 TH17"
"RNASET2_T cell, CD4, naive TREG",Wald_ratio,1,3.04E-06,0.000143384,NA,NA,0.983100725,NA,NA,NA,NA,NA,NA,NA,-0.000277995,0.00028407,1.000003037,0.999722043,1.00028411,0.998962091,RNASET2,Bladder cancer,RNASET2,"T cell, CD4, naive TREG"
"RP11-532F6.3_T cell, CD4, TH17",Wald_ratio,1,-1.10E-05,0.000170819,NA,NA,0.948422964,NA,NA,NA,NA,NA,NA,NA,-0.000345856,0.000323756,0.99998895,0.999654204,1.000323809,0.995509931,RP11-532F6.3,Bladder cancer,RP11-532F6.3,"T cell, CD4, TH17"
"RP11-532F6.3_T cell, CD4, naive",Wald_ratio,1,-1.00E-05,0.000155224,NA,NA,0.948422964,NA,NA,NA,NA,NA,NA,NA,-0.000314279,0.000294197,0.999989959,0.99968577,1.000294241,0.995509931,RP11-532F6.3,Bladder cancer,RP11-532F6.3,"T cell, CD4, naive"
"RP11-532F6.3_T cell, CD4, TH1 TH17",Wald_ratio,1,-9.84E-06,0.000152147,NA,NA,0.948422964,NA,NA,NA,NA,NA,NA,NA,-0.00030805,0.000288366,0.999990158,0.999691998,1.000288407,0.995509931,RP11-532F6.3,Bladder cancer,RP11-532F6.3,"T cell, CD4, TH1 TH17"
"RP11-532F6.3_T cell, CD4, naive activated",Wald_ratio,1,-9.43E-06,0.000145702,NA,NA,0.948422964,NA,NA,NA,NA,NA,NA,NA,-0.000295002,0.000276151,0.999990575,0.999705042,1.00027619,0.995509931,RP11-532F6.3,Bladder cancer,RP11-532F6.3,"T cell, CD4, naive activated"
"RP11-532F6.3_T cell, CD8, naive activated",Wald_ratio,1,-1.51E-05,0.000158079,NA,NA,0.923960635,NA,NA,NA,NA,NA,NA,NA,-0.000324922,0.000294746,0.999984912,0.99967513,1.00029479,0.993971085,RP11-532F6.3,Bladder cancer,RP11-532F6.3,"T cell, CD8, naive activated"
"RP11-532F6.3_T cell, CD4, TH2",Wald_ratio,1,-1.40E-05,0.000146263,NA,NA,0.923960635,NA,NA,NA,NA,NA,NA,NA,-0.000300636,0.000272716,0.99998604,0.999699409,1.000272753,0.993971085,RP11-532F6.3,Bladder cancer,RP11-532F6.3,"T cell, CD4, TH2"
"RP11-532F6.3_T cell, CD4, memory TREG",Wald_ratio,1,-1.76E-05,0.000184673,NA,NA,0.923960635,NA,NA,NA,NA,NA,NA,NA,-0.000379585,0.000344333,0.999982374,0.999620487,1.000344392,0.993971085,RP11-532F6.3,Bladder cancer,RP11-532F6.3,"T cell, CD4, memory TREG"
"RP11-6L6.2_B cell, naive",Wald_ratio,1,-7.53E-05,0.000123128,NA,NA,0.540611287,NA,NA,NA,NA,NA,NA,NA,-0.000316671,0.00016599,0.999924662,0.999683379,1.000166004,0.961249275,RP11-6L6.2,Bladder cancer,RP11-6L6.2,"B cell, naive"
"RP11-6L6.2_T cell, CD8, naive",Wald_ratio,1,-7.86E-05,0.000128412,NA,NA,0.540611287,NA,NA,NA,NA,NA,NA,NA,-0.000330262,0.000173114,0.999921429,0.999669792,1.000173129,0.961249275,RP11-6L6.2,Bladder cancer,RP11-6L6.2,"T cell, CD8, naive"
"RP11-6L6.2_T cell, CD4, TH17",Wald_ratio,1,-7.62E-05,0.000124478,NA,NA,0.540611287,NA,NA,NA,NA,NA,NA,NA,-0.000320144,0.00016781,0.999923836,0.999679908,1.000167824,0.961249275,RP11-6L6.2,Bladder cancer,RP11-6L6.2,"T cell, CD4, TH17"
"ZSCAN23_T cell, CD4, TH17",Wald_ratio,1,-2.03E-05,0.000244421,NA,NA,0.933774431,NA,NA,NA,NA,NA,NA,NA,-0.000499375,0.000458754,0.99997969,0.999500749,1.000458859,0.994468785,ZSCAN23,Bladder cancer,ZSCAN23,"T cell, CD4, TH17"
"RP11-617D20.1_T cell, CD8, naive",Wald_ratio,1,0.000162629,0.000118611,NA,NA,0.170341676,NA,NA,NA,NA,NA,NA,NA,-6.98E-05,0.000395107,1.000162642,0.999930153,1.000395185,0.891321263,RP11-617D20.1,Bladder cancer,RP11-617D20.1,"T cell, CD8, naive"
"RP11-617D20.1_T cell, CD4, naive TREG",Wald_ratio,1,0.000140433,0.000102423,NA,NA,0.170341676,NA,NA,NA,NA,NA,NA,NA,-6.03E-05,0.000341183,1.000140443,0.999939685,1.000341241,0.891321263,RP11-617D20.1,Bladder cancer,RP11-617D20.1,"T cell, CD4, naive TREG"
"RP11-617D20.1_T cell, CD4, TFH",Wald_ratio,1,0.000149965,0.000109375,NA,NA,0.170341676,NA,NA,NA,NA,NA,NA,NA,-6.44E-05,0.000364341,1.000149976,0.999935592,1.000364407,0.891321263,RP11-617D20.1,Bladder cancer,RP11-617D20.1,"T cell, CD4, TFH"
"RP11-617D20.1_T cell, CD4, memory TREG",Wald_ratio,1,0.000153983,0.000112306,NA,NA,0.170341676,NA,NA,NA,NA,NA,NA,NA,-6.61E-05,0.000374102,1.000153995,0.999933866,1.000374172,0.891321263,RP11-617D20.1,Bladder cancer,RP11-617D20.1,"T cell, CD4, memory TREG"
"ZBTB38_Monocyte, non-classical",Wald_ratio,1,2.51E-06,0.000173101,NA,NA,0.988418949,NA,NA,NA,NA,NA,NA,NA,-0.000336766,0.000341791,1.000002513,0.999663291,1.000341849,0.998962091,ZBTB38,Bladder cancer,ZBTB38,"Monocyte, non-classical"
"STYX_Monocyte, non-classical",Wald_ratio,1,-0.000331892,0.000163067,NA,NA,0.041819207,NA,NA,NA,NA,NA,NA,NA,-0.000651503,-1.23E-05,0.999668163,0.999348709,0.999987719,0.842479245,STYX,Bladder cancer,STYX,"Monocyte, non-classical"
"SPAG1_T cell, CD4, naive",Wald_ratio,1,-0.000199978,0.000176587,NA,NA,0.257439758,NA,NA,NA,NA,NA,NA,NA,-0.000546088,0.000146132,0.999800042,0.999454061,1.000146143,0.933069416,SPAG1,Bladder cancer,SPAG1,"T cell, CD4, naive"
"CTSK_Monocyte, non-classical",Wald_ratio,1,-0.000133445,0.000174286,NA,NA,0.443872979,NA,NA,NA,NA,NA,NA,NA,-0.000475045,0.000208155,0.999866564,0.999525068,1.000208176,0.958539223,CTSK,Bladder cancer,CTSK,"Monocyte, non-classical"
"CTSK_T cell, CD8, naive activated",Wald_ratio,1,-0.000126801,0.000165608,NA,NA,0.443872979,NA,NA,NA,NA,NA,NA,NA,-0.000451393,0.000197791,0.999873207,0.999548709,1.00019781,0.958539223,CTSK,Bladder cancer,CTSK,"T cell, CD8, naive activated"
"CTSK_T cell, CD8, naive",Wald_ratio,1,-0.000104692,0.000136733,NA,NA,0.443872979,NA,NA,NA,NA,NA,NA,NA,-0.000372688,0.000163304,0.999895313,0.999627381,1.000163317,0.958539223,CTSK,Bladder cancer,CTSK,"T cell, CD8, naive"
"GGCX_T cell, CD8, naive activated",Wald_ratio,1,-6.46E-05,0.000125498,NA,NA,0.606757691,NA,NA,NA,NA,NA,NA,NA,-0.000310571,0.000181382,0.999935407,0.999689477,1.000181398,0.961249275,GGCX,Bladder cancer,GGCX,"T cell, CD8, naive activated"
"ZFP30_T cell, CD4, TH1",Wald_ratio,1,8.16E-05,0.000197813,NA,NA,0.679988772,NA,NA,NA,NA,NA,NA,NA,-0.00030612,0.000469307,1.000081597,0.999693927,1.000469417,0.961249275,ZFP30,Bladder cancer,ZFP30,"T cell, CD4, TH1"
"ZFP30_T cell, CD4, TH2",Wald_ratio,1,9.34E-05,0.000226341,NA,NA,0.679988772,NA,NA,NA,NA,NA,NA,NA,-0.000350267,0.000536988,1.000093365,0.999649794,1.000537133,0.961249275,ZFP30,Bladder cancer,ZFP30,"T cell, CD4, TH2"
"POLI_NK cell, CD56dim CD16+",Wald_ratio,1,-0.000342259,0.000170414,NA,NA,0.044601734,NA,NA,NA,NA,NA,NA,NA,-0.000676271,-8.25E-06,0.9996578,0.999323957,0.999991753,0.842479245,POLI,Bladder cancer,POLI,"NK cell, CD56dim CD16+"
"POLI_T cell, CD4, naive activated",Wald_ratio,1,-0.000331161,0.000164889,NA,NA,0.044601734,NA,NA,NA,NA,NA,NA,NA,-0.000654343,-7.98E-06,0.999668894,0.999345871,0.999992021,0.842479245,POLI,Bladder cancer,POLI,"T cell, CD4, naive activated"
"RAB7L1_Monocyte, classical",Wald_ratio,1,0.000137047,0.00017007,NA,NA,0.420340574,NA,NA,NA,NA,NA,NA,NA,-0.000196289,0.000470384,1.000137057,0.99980373,1.000470495,0.958539223,RAB7L1,Bladder cancer,RAB7L1,"Monocyte, classical"
"RP1-228P16.1_T cell, CD8, naive activated",Wald_ratio,1,2.52E-05,0.000149859,NA,NA,0.866510094,NA,NA,NA,NA,NA,NA,NA,-0.000268533,0.000318914,1.000025191,0.999731503,1.000318964,0.982710401,RP1-228P16.1,Bladder cancer,RP1-228P16.1,"T cell, CD8, naive activated"
"RP1-228P16.1_T cell, CD4, naive activated",Wald_ratio,1,2.33E-05,0.000138322,NA,NA,0.866510094,NA,NA,NA,NA,NA,NA,NA,-0.000247861,0.000294363,1.000023251,0.99975217,1.000294406,0.982710401,RP1-228P16.1,Bladder cancer,RP1-228P16.1,"T cell, CD4, naive activated"
"RP1-228P16.1_T cell, CD8, naive",Wald_ratio,1,2.96E-05,0.000176068,NA,NA,0.866510094,NA,NA,NA,NA,NA,NA,NA,-0.000315497,0.000374689,1.000029596,0.999684552,1.000374759,0.982710401,RP1-228P16.1,Bladder cancer,RP1-228P16.1,"T cell, CD8, naive"
"SKIV2L_T cell, CD4, naive",Wald_ratio,1,9.08E-05,0.000169127,NA,NA,0.591486703,NA,NA,NA,NA,NA,NA,NA,-0.000240721,0.000422256,1.000090772,0.999759308,1.000422345,0.961249275,SKIV2L,Bladder cancer,SKIV2L,"T cell, CD4, naive"
"SKIV2L_T cell, CD4, TH17",Wald_ratio,1,9.54E-05,0.000177848,NA,NA,0.591486703,NA,NA,NA,NA,NA,NA,NA,-0.000253135,0.000444031,1.000095453,0.999746897,1.00044413,0.961249275,SKIV2L,Bladder cancer,SKIV2L,"T cell, CD4, TH17"
"SKIV2L_B cell, naive",Wald_ratio,1,0.000106083,0.000197664,NA,NA,0.591486703,NA,NA,NA,NA,NA,NA,NA,-0.000281339,0.000493505,1.000106089,0.999718701,1.000493627,0.961249275,SKIV2L,Bladder cancer,SKIV2L,"B cell, naive"
"RNASET2_T cell, CD4, naive activated",Wald_ratio,1,3.91E-06,0.000134761,NA,NA,0.976832969,NA,NA,NA,NA,NA,NA,NA,-0.000260218,0.000268044,1.000003913,0.999739816,1.00026808,0.998962091,RNASET2,Bladder cancer,RNASET2,"T cell, CD4, naive activated"
"RNASET2_T cell, CD8, naive activated",Wald_ratio,1,3.55E-06,0.000122241,NA,NA,0.976832969,NA,NA,NA,NA,NA,NA,NA,-0.000236043,0.000243142,1.00000355,0.999763985,1.000243172,0.998962091,RNASET2,Bladder cancer,RNASET2,"T cell, CD8, naive activated"
"MX2_B cell, naive",Wald_ratio,1,-0.000202198,0.000169756,NA,NA,0.233612188,NA,NA,NA,NA,NA,NA,NA,-0.00053492,0.000130525,0.999797823,0.999465223,1.000130533,0.916214508,MX2,Bladder cancer,MX2,"B cell, naive"
"MX2_NK cell, CD56dim CD16+",Wald_ratio,1,-0.00017844,0.000149811,NA,NA,0.233612188,NA,NA,NA,NA,NA,NA,NA,-0.000472069,0.000115189,0.999821576,0.999528042,1.000115195,0.916214508,MX2,Bladder cancer,MX2,"NK cell, CD56dim CD16+"
"MX2_T cell, CD4, memory TREG",Wald_ratio,1,-0.000206231,0.000173142,NA,NA,0.233612188,NA,NA,NA,NA,NA,NA,NA,-0.000545589,0.000133128,0.999793791,0.999454559,1.000133137,0.916214508,MX2,Bladder cancer,MX2,"T cell, CD4, memory TREG"
"IREB2_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.000390721,0.000172882,NA,NA,0.023818258,NA,NA,NA,NA,NA,NA,NA,-0.000729568,-5.19E-05,0.999609356,0.999270698,0.999948129,0.827775883,IREB2,Bladder cancer,IREB2,"T cell, CD4, TH1 TH17"
"RNASET2_T cell, CD8, naive",Wald_ratio,1,3.99E-05,0.000113153,NA,NA,0.724497277,NA,NA,NA,NA,NA,NA,NA,-0.000181899,0.000261661,1.000039882,0.999818118,1.000261696,0.961359841,RNASET2,Bladder cancer,RNASET2,"T cell, CD8, naive"
"RNASET2_T cell, CD4, TH2",Wald_ratio,1,4.67E-05,0.000132432,NA,NA,0.724497277,NA,NA,NA,NA,NA,NA,NA,-0.000212891,0.000306243,1.000046677,0.999787132,1.00030629,0.961359841,RNASET2,Bladder cancer,RNASET2,"T cell, CD4, TH2"
